facility_id,name,address,type,bed_count,accreditation_status,accreditation_body,cms_provider_number,certification_date
FAC-0354,SELECT PHYSICAL THERAPY,"860 ROUTE 134, SUITE 5&6, SOUTH DENNIS, MA 02660",Short-Term Acute Care,0,Active,Unknown,226505,20240502
FAC-0355,CARLTON-WILLARD VILLAGE OUTPATIENT,"100 OLD BILLERICA ROAD, BEDFORD, MA 01730",Short-Term Acute Care,0,Active,Unknown,226511,20240207
FAC-0356,BOSTON UNIVERSITY REHABILITATION SERVICES,"635 COMMONWEALTH AVENUE, 6TH FLOOR, BOSTON, MA 02215",Short-Term Acute Care,0,Active,Unknown,226517,20210917
FAC-0357,SELECT PHYSICAL THERAPY,"9 POND LANE STE 2B & 2F, DAMONMIL SQ, CONCORD, MA 01742",Short-Term Acute Care,0,Active,Unknown,226521,20241002
FAC-0358,"COMMUNITY REHABILITATION CARE, INC","305 CENTRE STREET, NEWTON, MA 02458",Short-Term Acute Care,0,Active,Unknown,226525,20220920
FAC-0359,OUTPATIENT REHABILITATION CLINIC AT BROOKSBY,"302 BROOKSBY VILLAGE DRIVE, PEABODY, MA 01960",Short-Term Acute Care,0,Active,Unknown,226539,20240201
FAC-0360,LINDEN PONDS OUTPATIENT REHABILITATION CLINIC,"205 LINDEN PONDS WAY, SUITE 152, HINGHAM, MA 02043",Short-Term Acute Care,0,Active,Unknown,226542,20241120
FAC-0361,SUNDANCE REHABILITATION AGENCY OF MASSACHUSETTS,"110 CHERRY STREET, C/O SOLDIER'S HOME, HOLYOKE, MA 01040",Short-Term Acute Care,0,Active,Unknown,226549,20190426
FAC-0362,SELECT REHABILITATION LLC,"865 CENTRAL AVENUE,, NEEDHAM, MA 02492",Short-Term Acute Care,0,Active,Unknown,226551,20201120
FAC-0363,BRIGHAM AND WOMEN'S HOSPITAL -  TRANSPLANT CENTER,"75 FRANCIS STREET, BOSTON, MA 02115",Hospital,0,Active,Unknown,229801,20240425
FAC-0364,LAHEY CLINIC - TRANSPLANT CENTER,"41 & 45 MALL ROAD, BURLINGTON, MA 01803",Hospital,0,Active,Unknown,229802,20240801
FAC-0365,BETH ISRAEL DEACONESS MED CTR -  TRANSPLANT CENTER,"330 BROOKLINE AVENUE, BOSTON, MA 02115",Hospital,0,Active,Unknown,229803,20250305
FAC-0366,BOSTON MEDICAL CENTER - TRANSPLANT CENTER,"1 BOSTON MEDICAL PLACE, BOSTON, MA 02118",Hospital,0,Active,Unknown,229804,20230503
FAC-0367,UNIVERSITY OF MASS MEMORIAL MED CTR - TRANSPLANT,"55 LAKE AVENUE NORTH, WORCESTER, MA 01655",Hospital,0,Active,Unknown,229805,20230607
FAC-0368,BOSTON CHILDREN'S HOSPITAL - TRANSPLANT CENTER,"300 LONGWOOD AVE, BOSTON, MA 02115",Hospital,0,Active,Unknown,229806,20251118
FAC-0369,TUFTS MEDICAL CENTER - TRANSPLANT,"750 WASHINGTON STREET, BOSTON, MA 02111",Hospital,0,Active,Unknown,229807,20250227
FAC-0370,MASSACHUSETTS GENERAL HOSPITAL - TRANSPLANT CENTER,"55 FRUIT STREET, BOSTON, MA 02114",Hospital,0,Active,Unknown,229808,20221026
FAC-0371,BAYSTATE MEDICAL CENTER - TRANSPLANT CENTER,"759 CHESTNUT STREET, SPRINGFIELD, MA 01199",Hospital,0,Active,Unknown,229809,20240814
FAC-0372,CHARLES V HOGAN REGIONAL CENTER,"450 MAPLE STREET, P O BOX A, HATHORNE, MA 01937",Long-Term Care,153,Not Accredited,Unknown,22G002,20241009
FAC-0373,WRENTHAM DEVELOPMENTAL CENTER,"EMERALD STREET, P O BOX 144, WRENTHAM, MA 02093",Long-Term Care,255,Not Accredited,Unknown,22G017,20241016
FAC-0374,"NEW ENGLAND ORGAN BANK, INC","60 FIRST AVENUE, WALTHAM, MA 02451",Short-Term Acute Care,0,Not Accredited,Unknown,22P001,20220310
FAC-0375,MOBILEXUSA,"2 JOHNATHAN DRIVE, BROCKTON, MA 02301",Short-Term Acute Care,0,Not Accredited,Unknown,22X0009811,20240812
FAC-0376,M M D S OF BOSTON LLC,"48 SILVER LAKE AVENUE, NEWTON, MA 02458",Short-Term Acute Care,0,Not Accredited,Unknown,22X0009830,20240326
FAC-0377,MOBILE XRAY DIAGNOSTICS LLC,"350 BEDFORD STREET, SUITE 5A, LAKEVILLE, MA 02347",Short-Term Acute Care,0,Not Accredited,Unknown,22X0009832,20210825
